baseline,ssdThroughput,addedLatency
12500.959459769889,16276.614241013473,0ms
12500.959459769889,11584.095129555217,0.5ms
12500.959459769889,8536.33143991931,1.0ms
12500.959459769889,6748.382244479807,1.5ms
