baseline,ssdThroughput,addedLatency
902.8845769321315,4706.595757612648,0ms
902.8845769321315,4348.131123684709,0.5ms
902.8845769321315,3635.809602049034,1.0ms
902.8845769321315,2845.8397671528705,1.5ms
902.8845769321315,2438.0218509119118,2.0ms
902.8845769321315,2084.7011058173325,2.5ms
902.8845769321315,1801.6905899134897,3.0ms
902.8845769321315,1600.3509589620214,3.5ms
902.8845769321315,1442.5703909234173,4.0ms
902.8845769321315,1313.6664914555824,4.5ms
902.8845769321315,1208.7605130064078,5.0ms
902.8845769321315,1123.4249447549885,5.5ms
902.8845769321315,1055.1053188667254,6.0ms
902.8845769321315,992.34600584153,6.5ms
902.8845769321315,938.7871004716568,7.0ms
902.8845769321315,894.3920703199691,7.5ms
902.8845769321315,852.428861896242,8.0ms
902.8845769321315,819.4571680287894,8.5ms
