baseline,ssdThroughput,addedLatency
5327.131362933181,5977.232583010108,0ms
5327.131362933181,3643.1529590965524,0.5ms
5327.131362933181,2409.7721866338948,1.0ms
5327.131362933181,1855.0411793933392,1.5ms
