baseline,ssdThroughput,addedLatency
2535.8179861953668,3020.8647147167835,0ms
2535.8179861953668,862.3269379991992,0.5ms
2535.8179861953668,581.2493220237026,1.0ms
2535.8179861953668,477.3943958566754,1.5ms
