baseline,ssdThroughput,addedLatency
33.79144030248974,104.87176189763507,0ms
33.79144030248974,100.61207485202738,0.5ms
33.79144030248974,92.75368021932736,1.0ms
33.79144030248974,91.52524909261035,1.5ms
33.79144030248974,84.1105728499785,2.0ms
33.79144030248974,80.18892570147624,2.5ms
33.79144030248974,78.60020035820243,3.0ms
33.79144030248974,78.40242801775626,3.5ms
33.79144030248974,74.58029317460102,4.0ms
33.79144030248974,71.96237592074567,4.5ms
33.79144030248974,71.56436697138668,5.0ms
33.79144030248974,69.75515945830217,5.5ms
33.79144030248974,69.09273141109264,6.0ms
33.79144030248974,66.92391310133905,6.5ms
33.79144030248974,67.26634183058661,7.0ms
33.79144030248974,62.919405335064006,7.5ms
33.79144030248974,63.41440421966965,8.0ms
33.79144030248974,62.28432626668141,8.5ms
33.79144030248974,59.610894395129854,9.0ms
33.79144030248974,59.991066228979264,9.5ms
33.79144030248974,59.4335623042228,10.0ms
33.79144030248974,56.10431363089251,10.5ms
33.79144030248974,56.065933533241996,11.0ms
33.79144030248974,55.49493831494008,11.5ms
33.79144030248974,53.257185288760525,12.0ms
33.79144030248974,52.276187737178624,12.5ms
33.79144030248974,52.10139280109504,13.0ms
33.79144030248974,50.917369737128894,13.5ms
33.79144030248974,48.93887931131107,14.0ms
33.79144030248974,48.427842465884794,14.5ms
33.79144030248974,48.4508173461289,15.0ms
33.79144030248974,47.19044484818455,15.5ms
33.79144030248974,46.36050290675638,16.0ms
33.79144030248974,45.694964295175936,16.5ms
33.79144030248974,44.25412700359769,17.0ms
33.79144030248974,43.47001046253211,17.5ms
33.79144030248974,43.37179226462507,18.0ms
33.79144030248974,42.865209309947765,18.5ms
33.79144030248974,41.37702900653819,19.0ms
33.79144030248974,41.83876767074087,19.5ms
33.79144030248974,40.70166751926088,20.0ms
33.79144030248974,38.59696571674399,20.5ms
33.79144030248974,39.19756760888976,21.0ms
33.79144030248974,38.38143110561794,21.5ms
33.79144030248974,37.61386243971267,22.0ms
33.79144030248974,37.00271291365317,22.5ms
33.79144030248974,36.57023340286998,23.0ms
33.79144030248974,34.51817571194499,23.5ms
33.79144030248974,33.09281401293509,24.0ms
33.79144030248974,29.65164880322637,24.5ms
33.79144030248974,27.218501135406168,25.0ms
