baseline,ssdThroughput,addedLatency
1388.3099710650015,3292.590012482236,0ms
1388.3099710650015,1822.5874593407286,0.5ms
1388.3099710650015,1230.5929146398155,1.0ms
1388.3099710650015,940.4180199437538,1.5ms
1388.3099710650015,764.8022932837065,2.0ms
