baseline,ssdThroughput,addedLatency
4214.759703628947,10871.882687668009,0ms
4214.759703628947,7069.864280814385,0.5ms
4214.759703628947,4947.945845956496,1.0ms
4214.759703628947,3735.465881787934,1.5ms
4214.759703628947,3005.762738395943,2.0ms
4214.759703628947,2569.9775179136464,2.5ms
