baseline,ssdThroughput,addedLatency
1283.1010569897696,3430.983522757957,0ms
1283.1010569897696,1825.7816268065537,0.5ms
1283.1010569897696,1252.7280916601521,1.0ms
1283.1010569897696,948.1196486134055,1.5ms
1283.1010569897696,762.7261064307519,2.0ms
