baseline,ssdThroughput,addedLatency
4438.853154728525,10070.581633909882,0ms
4438.853154728525,6531.424366725663,0.5ms
4438.853154728525,4414.4417737441545,1.0ms
4438.853154728525,3434.1880186191775,1.5ms
4438.853154728525,2831.0104845553446,2.0ms
