baseline,ssdThroughput,addedLatency
5581.250693005711,6929.494911852061,0ms
5581.250693005711,3678.3979812660777,0.5ms
5581.250693005711,2531.363567147028,1.0ms
5581.250693005711,1924.6232072285409,1.5ms
