baseline,ssdThroughput,addedLatency
5500.041846667499,9745.22688137452,0ms
5500.041846667499,9596.472627289862,0.5ms
5500.041846667499,7392.60203812652,1.0ms
5500.041846667499,5831.719583656445,1.5ms
5500.041846667499,4763.11309275418,2.0ms
5500.041846667499,4375.47026997223,2.5ms
5500.041846667499,3971.9001145308816,3.0ms
