baseline,ssdThroughput,addedLatency
1228.6041780557864,1296.7245056832362,0ms
1228.6041780557864,798.5067534314754,0.5ms
1228.6041780557864,569.7340979474739,1.0ms
1228.6041780557864,442.2658646013029,1.5ms
