baseline,ssdThroughput,addedLatency
1893.1247642777198,2753.8396876341653,0ms
1893.1247642777198,1682.421744562179,0.5ms
1893.1247642777198,1140.7372270854123,1.0ms
1893.1247642777198,878.842851784999,1.5ms
